Wall time,Step,Value
1652878665.7449844,18379,-0.7281966209411621
1652878839.4091256,18417,-0.7396416664123535
1652879284.4100041,18515,-0.09784939140081406
1652879673.4880316,18604,1.5497750043869019
1652879705.6924574,18610,1.278485655784607
1652880226.495046,18728,0.6401054263114929
1652880603.9335523,18813,0.5440036058425903
1652880844.9979856,18864,0.03696902096271515
1652880903.0303175,18878,-0.008574100211262703
1652880994.1444788,18898,-0.13137808442115784
1652881074.5781033,18915,-0.17944037914276123
1652881293.238233,18963,-0.1872367560863495
1652882068.2386045,19128,-0.7950320839881897
1652882357.4383473,19194,0.8289624452590942
1652882418.524117,19209,0.8683875799179077
1652882839.9046986,19300,0.639629065990448
1652882939.588106,19323,0.5609068870544434
1652883087.4830852,19357,0.915840208530426
1652883122.8370051,19364,0.9204656481742859
1652883171.2018807,19375,0.8569361567497253
1652883683.0689135,19490,0.025630660355091095
1652883824.4305966,19522,-0.19594472646713257
1652884078.4807026,19577,-0.4762634038925171
1652884332.3917806,19636,-0.35981351137161255
1652884428.8258624,19658,-0.0005352200241759419
1652884522.202243,19679,0.0027133598923683167
1652884602.5409787,19696,-0.4103696644306183
1652884988.4505186,19780,-0.7471413016319275
1652885152.4791582,19815,-0.6646468043327332
1652885290.7470884,19842,-0.999516487121582
1652885374.378165,19860,-1.2032487392425537
1652885519.3031123,19893,-0.2495892345905304
1652885969.8252342,19997,2.217895746231079
1652886153.131589,20010,2.9816744327545166
1652886326.6463625,20048,1.6096736192703247
1652886589.9926255,20106,-0.4703036844730377
1652886680.04136,20126,-0.46603846549987793
1652887197.4660726,20239,-0.3066001534461975
1652887258.5921109,20254,0.3930443525314331
1652887309.9687626,20266,0.34966352581977844
1652887358.2375522,20277,0.4262796938419342
1652887499.6942382,20309,0.23860840499401093
1652887699.3122177,20355,0.061578668653964996
1652888021.0065737,20431,1.9889659881591797
1652888056.421524,20438,1.9018301963806152
1652888201.2307138,20471,1.6141228675842285
1652888525.67816,20540,0.28176453709602356
1652888769.9325287,20596,0.8105645775794983
1652888914.7017953,20629,0.23225247859954834
1652889049.54255,20659,1.0830614566802979
1652889113.773981,20675,1.427190899848938
1652889374.7439857,20732,0.7868034243583679
1652889464.819903,20752,0.5549678206443787
1652889705.8006823,20803,-0.3422224521636963
1652889827.943408,20829,-0.264541357755661
1652889981.862771,20864,0.17788295447826385
1652890024.6534607,20873,0.2634862959384918
1652890256.3908768,20929,1.487857699394226
1652891063.3404806,21104,0.7191123366355896
1652891279.476726,21155,1.214824914932251
1652891376.0268943,21177,0.822440505027771
1652891620.312807,21233,0.9956291913986206
1652891909.9332004,21303,1.0552846193313599
1652892482.0403905,21429,-0.4956168234348297
1652892636.301818,21461,-0.4406455457210541
1652892752.320227,21485,-0.7505070567131042
1652893446.9459438,21641,0.4876527190208435
1652893980.6123235,21763,1.1747771501541138
1652894041.6867218,21778,1.8943744897842407
1652894154.7703857,21801,1.3846279382705688
1652894409.0613403,21856,0.26672014594078064
1652894711.2046983,21922,-0.5809776782989502
1652894756.09449,21932,-0.6074686646461487
1652894791.7162223,21939,-0.6941089034080505
1652894843.2333279,21951,-0.516607403755188
1652894888.3694553,21961,-0.46647313237190247
1652894949.2900069,21976,0.6347501277923584
1652895322.1800852,22060,3.74393630027771
1652896457.2751594,22321,2.4893298149108887
1652896492.670812,22328,2.417937994003296
1652896553.7400343,22343,2.9137823581695557
1652896840.4211915,22404,-0.19222666323184967
1652897323.0801213,22510,-0.0503927506506443
1652897438.728582,22538,0.7828915119171143
1652897956.2676735,22651,-0.3725287914276123
1652897988.4996767,22657,-0.4476092755794525
1652898130.1288083,22689,-0.19388043880462646
1652898242.536525,22716,-0.030497439205646515
1652898293.8891804,22728,0.6539698839187622
1652898370.957258,22744,0.7662965059280396
1652899290.8347204,22954,0.3151002526283264
1652899491.7092707,22996,0.36777302622795105
1652899615.1976779,23022,-0.19653074443340302
1652899778.828943,23060,0.06833198666572571
1652900233.3877604,23165,2.7385387420654297
1652900291.2632086,23179,3.0934340953826904
1652900625.7537675,23259,1.704002022743225
1652900735.0178292,23285,2.17049503326416
1652900773.6643836,23293,2.0611300468444824
1652901040.5724545,23352,0.4989703297615051
1652901198.0969028,23389,0.029814310371875763
1652901474.4093287,23451,0.2942127585411072
1652901554.7849147,23468,0.2503684163093567
1652901644.973476,23488,0.1522848755121231
1652901757.4641385,23511,-0.724189043045044
1652902166.4756992,23602,0.8320884108543396
1652902381.9346788,23649,-0.043870918452739716
1652902459.1446729,23665,-0.26054051518440247
1652902507.3155298,23676,-0.10149075835943222
1652902565.1219,23690,0.3470441997051239
1652903098.529349,23812,2.413318395614624
1652903555.441702,23914,-0.39250391721725464
1652903916.1730058,23994,-0.08351325243711472
1652904740.9511967,24182,0.43747660517692566
1652905127.13499,24274,3.550825834274292
1652905169.0030782,24283,3.787097454071045
1652905326.218561,24320,4.959221839904785
1652905805.4634953,24429,0.13238467276096344
